history-2d,history-text
0,0
0,0
0,0
0,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
3,0
3,0
3,0
3,0
3,0
4,0
4,0
4,0
4,0
4,0
4,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
6,1
7,1
7,1
8,1
8,1
8,1
8,2
9,2
10,3
10,3
10,3
10,4
10,5
11,6
11,7
12,7
12,9
13,9
13,11
