nohistory,text,1.5
nohistory,text,2.125
nohistory,text,2.2
nohistory,text,2.5
nohistory,text,2.68965517241
nohistory,text,3.07142857143
nohistory,text,3.11111111111
nohistory,text,3.375
nohistory,text,3.58823529412
nohistory,text,3.73333333333
nohistory,text,3.75
nohistory,text,3.85
nohistory,text,3.86842105263
nohistory,text,3.90909090909
nohistory,text,4.04347826087
nohistory,text,4.08928571429
nohistory,text,4.22727272727
nohistory,text,4.33333333333
nohistory,text,4.33333333333
nohistory,text,4.33333333333
nohistory,text,4.45454545455
nohistory,text,4.5
nohistory,text,4.5652173913
nohistory,text,4.60869565217
nohistory,text,4.68421052632
nohistory,text,4.82142857143
nohistory,text,4.83333333333
nohistory,text,4.86956521739
nohistory,text,5.47826086957
nohistory,text,5.58823529412
nohistory,text,6.42857142857
nohistory,text,6.9
nohistory,text,7.0
nohistory,text,7.25
nohistory,2d,-1
nohistory,2d,0.0
nohistory,2d,1.66666666667
nohistory,2d,1.88888888889
nohistory,2d,2.31578947368
nohistory,2d,2.45454545455
nohistory,2d,2.5
nohistory,2d,2.66666666667
nohistory,2d,2.75
nohistory,2d,3.2037037037
nohistory,2d,3.30769230769
nohistory,2d,3.33333333333
nohistory,2d,3.33333333333
nohistory,2d,3.63636363636
nohistory,2d,3.75
nohistory,2d,3.84
nohistory,2d,3.96428571429
nohistory,2d,4.18181818182
nohistory,2d,4.28
nohistory,2d,4.28571428571
nohistory,2d,4.35714285714
nohistory,2d,4.38461538462
nohistory,2d,4.48148148148
nohistory,2d,4.5
nohistory,2d,4.83333333333
nohistory,2d,5.0
nohistory,2d,5.0
nohistory,2d,5.21428571429
nohistory,2d,5.4
nohistory,2d,5.55555555556
nohistory,2d,5.72727272727
nohistory,2d,5.76923076923
nohistory,2d,6.0
nohistory,2d,10.0
history,text,2.55555555556
history,text,2.77272727273
history,text,2.93333333333
history,text,3.18181818182
history,text,3.25
history,text,3.33333333333
history,text,3.38888888889
history,text,3.4
history,text,3.5
history,text,3.5
history,text,3.54545454545
history,text,3.66666666667
history,text,3.75
history,text,3.75
history,text,4.0
history,text,4.05263157895
history,text,4.07142857143
history,text,4.125
history,text,4.13333333333
history,text,4.2
history,text,4.2
history,text,4.41666666667
history,text,4.5
history,text,4.68181818182
history,text,4.77272727273
history,text,4.8
history,text,4.83333333333
history,text,5.0
history,text,5.5
history,text,5.7
history,text,5.8
history,text,5.83333333333
history,text,5.86666666667
history,text,6.28571428571
history,2d,1.0
history,2d,1.95454545455
history,2d,2.09090909091
history,2d,2.16666666667
history,2d,2.72727272727
history,2d,2.92307692308
history,2d,2.92592592593
history,2d,3.0
history,2d,3.05555555556
history,2d,3.28571428571
history,2d,3.45454545455
history,2d,3.55555555556
history,2d,3.75
history,2d,3.8
history,2d,3.85714285714
history,2d,3.875
history,2d,3.88888888889
history,2d,3.88888888889
history,2d,3.94117647059
history,2d,4.0
history,2d,4.0
history,2d,4.07692307692
history,2d,4.14285714286
history,2d,4.25
history,2d,4.4
history,2d,4.54545454545
history,2d,4.66666666667
history,2d,5.0
history,2d,5.2
history,2d,5.42857142857
history,2d,5.85714285714
history,2d,6.0
history,2d,6.33333333333
history,2d,6.5
