history,2d,a,1
history,2d,a,1
history,2d,a,1
history,2d,a,1
history,2d,a,2
history,2d,a,2
history,2d,a,2
history,2d,a,2
history,2d,a,2
history,2d,a,2
history,2d,a,3
history,2d,a,3
history,2d,a,3
history,2d,a,3
history,2d,a,3
history,2d,a,4
history,2d,a,4
history,2d,a,4
history,2d,a,5
history,2d,a,5
history,2d,a,5
history,2d,a,5
history,2d,a,5
history,2d,a,5
history,2d,a,6
history,2d,a,7
history,2d,a,7
history,2d,a,7
history,2d,b,1
history,2d,b,1
history,2d,b,2
history,2d,b,2
history,2d,b,2
history,2d,b,2
history,2d,b,2
history,2d,b,2
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,3
history,2d,b,4
history,2d,b,4
history,2d,b,4
history,2d,b,5
history,2d,b,5
history,2d,b,5
history,2d,b,5
history,2d,b,5
history,2d,b,5
history,2d,b,6
history,2d,b,6
history,2d,b,7
history,2d,c,1
history,2d,c,1
history,2d,c,1
history,2d,c,1
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,2
history,2d,c,3
history,2d,c,3
history,2d,c,3
history,2d,c,3
history,2d,c,3
history,2d,c,4
history,2d,c,4
history,2d,c,4
history,2d,c,4
history,2d,c,4
history,2d,c,5
history,2d,c,5
history,2d,c,5
history,2d,c,5
history,2d,c,6
nohistory,2d,a,1
nohistory,2d,a,1
nohistory,2d,a,1
nohistory,2d,a,1
nohistory,2d,a,1
nohistory,2d,a,1
nohistory,2d,a,2
nohistory,2d,a,2
nohistory,2d,a,2
nohistory,2d,a,2
nohistory,2d,a,2
nohistory,2d,a,2
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,3
nohistory,2d,a,4
nohistory,2d,a,4
nohistory,2d,a,5
nohistory,2d,a,6
nohistory,2d,a,6
nohistory,2d,a,6
nohistory,2d,a,7
nohistory,2d,a,8
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,1
nohistory,2d,b,2
nohistory,2d,b,2
nohistory,2d,b,2
nohistory,2d,b,2
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,3
nohistory,2d,b,4
nohistory,2d,b,4
nohistory,2d,b,4
nohistory,2d,b,4
nohistory,2d,b,5
nohistory,2d,b,5
nohistory,2d,b,5
nohistory,2d,b,5
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,1
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,2
nohistory,2d,c,3
nohistory,2d,c,3
nohistory,2d,c,3
nohistory,2d,c,3
nohistory,2d,c,3
nohistory,2d,c,3
nohistory,2d,c,4
nohistory,2d,c,4
nohistory,2d,c,4
nohistory,2d,c,4
nohistory,2d,c,5
nohistory,2d,c,5
nohistory,2d,c,5
nohistory,2d,c,7
