history,text,a,0.348484848485
history,text,a,0.378099173554
history,text,a,0.4
history,text,a,0.436363636364
history,text,a,0.462121212121
history,text,a,0.463636363636
history,text,a,0.477272727273
history,text,a,0.477272727273
history,text,a,0.48347107438
history,text,a,0.5
history,text,a,0.501623376623
history,text,a,0.545454545455
history,text,a,0.552631578947
history,text,a,0.564935064935
history,text,a,0.572727272727
history,text,a,0.572727272727
history,text,a,0.613636363636
history,text,a,0.638429752066
history,text,a,0.654545454545
history,text,a,0.681818181818
history,text,a,0.782296650718
history,text,a,0.790909090909
history,text,a,0.795454545455
history,text,a,0.852272727273
history,text,a,0.857142857143
history,text,b,0.363636363636
history,text,b,0.433884297521
history,text,b,0.434659090909
history,text,b,0.443181818182
history,text,b,0.454545454545
history,text,b,0.472727272727
history,text,b,0.490909090909
history,text,b,0.511363636364
history,text,b,0.511363636364
history,text,b,0.517045454545
history,text,b,0.518668831169
history,text,b,0.536931818182
history,text,b,0.555194805195
history,text,b,0.5625
history,text,b,0.563636363636
history,text,b,0.598484848485
history,text,b,0.602272727273
history,text,b,0.650826446281
history,text,b,0.659090909091
history,text,b,0.75
history,text,b,0.777272727273
history,text,b,0.8
history,text,b,0.920454545455
history,text,b,0.954545454545
history,text,b,0.954545454545
history,text,c,0.340909090909
history,text,c,0.363636363636
history,text,c,0.381818181818
history,text,c,0.489028213166
history,text,c,0.50826446281
history,text,c,0.518181818182
history,text,c,0.545454545455
history,text,c,0.557142857143
history,text,c,0.560606060606
history,text,c,0.572727272727
history,text,c,0.587412587413
history,text,c,0.590909090909
history,text,c,0.603896103896
history,text,c,0.607438016529
history,text,c,0.616883116883
history,text,c,0.627272727273
history,text,c,0.659090909091
history,text,c,0.681818181818
history,text,c,0.715909090909
history,text,c,0.729249011858
history,text,c,0.75
history,text,c,0.757575757576
history,text,c,0.818181818182
history,text,c,0.845454545455
history,text,c,0.872727272727
history,2d,a,0.26652892562
history,2d,a,0.285123966942
history,2d,a,0.363636363636
history,2d,a,0.397727272727
history,2d,a,0.398601398601
history,2d,a,0.39898989899
history,2d,a,0.448051948052
history,2d,a,0.454545454545
history,2d,a,0.463636363636
history,2d,a,0.481818181818
history,2d,a,0.484848484848
history,2d,a,0.511363636364
history,2d,a,0.515151515152
history,2d,a,0.521390374332
history,2d,a,0.525974025974
history,2d,a,0.530303030303
history,2d,a,0.579545454545
history,2d,a,0.579545454545
history,2d,a,0.619834710744
history,2d,a,0.645933014354
history,2d,a,0.666666666667
history,2d,a,0.709090909091
history,2d,a,0.798701298701
history,2d,a,0.954545454545
history,2d,a,0.954545454545
history,2d,b,0.204545454545
history,2d,b,0.227272727273
history,2d,b,0.255681818182
history,2d,b,0.272727272727
history,2d,b,0.318181818182
history,2d,b,0.371900826446
history,2d,b,0.409090909091
history,2d,b,0.471074380165
history,2d,b,0.494318181818
history,2d,b,0.507575757576
history,2d,b,0.518181818182
history,2d,b,0.528409090909
history,2d,b,0.53743315508
history,2d,b,0.545454545455
history,2d,b,0.555944055944
history,2d,b,0.596590909091
history,2d,b,0.6
history,2d,b,0.613636363636
history,2d,b,0.636363636364
history,2d,b,0.655594405594
history,2d,b,0.681818181818
history,2d,b,0.727272727273
history,2d,b,0.74025974026
history,2d,b,0.811004784689
history,2d,b,0.818181818182
history,2d,c,0.204545454545
history,2d,c,0.272727272727
history,2d,c,0.295454545455
history,2d,c,0.37987012987
history,2d,c,0.409090909091
history,2d,c,0.416666666667
history,2d,c,0.5
history,2d,c,0.518181818182
history,2d,c,0.530303030303
history,2d,c,0.545454545455
history,2d,c,0.545454545455
history,2d,c,0.563636363636
history,2d,c,0.564935064935
history,2d,c,0.590909090909
history,2d,c,0.621212121212
history,2d,c,0.657024793388
history,2d,c,0.668181818182
history,2d,c,0.715909090909
history,2d,c,0.720779220779
history,2d,c,0.763636363636
history,2d,c,0.852272727273
history,2d,c,0.863636363636
history,2d,c,0.886363636364
history,2d,c,0.939393939394
history,2d,c,0.954545454545
nohistory,text,a,0.289772727273
nohistory,text,a,0.3
nohistory,text,a,0.327272727273
nohistory,text,a,0.340909090909
nohistory,text,a,0.366771159875
nohistory,text,a,0.418831168831
nohistory,text,a,0.48347107438
nohistory,text,a,0.489304812834
nohistory,text,a,0.509090909091
nohistory,text,a,0.53305785124
nohistory,text,a,0.551383399209
nohistory,text,a,0.576446280992
nohistory,text,a,0.590909090909
nohistory,text,a,0.607438016529
nohistory,text,a,0.613636363636
nohistory,text,a,0.628458498024
nohistory,text,a,0.638755980861
nohistory,text,a,0.657467532468
nohistory,text,a,0.659090909091
nohistory,text,a,0.664031620553
nohistory,text,a,0.718181818182
nohistory,text,a,0.747035573123
nohistory,text,a,0.876623376623
nohistory,text,a,0.940909090909
nohistory,text,a,0.988636363636
nohistory,text,b,0.363636363636
nohistory,text,b,0.409090909091
nohistory,text,b,0.424242424242
nohistory,text,b,0.460227272727
nohistory,text,b,0.474747474747
nohistory,text,b,0.511363636364
nohistory,text,b,0.525
nohistory,text,b,0.527511961722
nohistory,text,b,0.55762987013
nohistory,text,b,0.5625
nohistory,text,b,0.590909090909
nohistory,text,b,0.590909090909
nohistory,text,b,0.621212121212
nohistory,text,b,0.622529644269
nohistory,text,b,0.636363636364
nohistory,text,b,0.644628099174
nohistory,text,b,0.681818181818
nohistory,text,b,0.681818181818
nohistory,text,b,0.704545454545
nohistory,text,b,0.75
nohistory,text,b,0.762032085561
nohistory,text,b,0.76461038961
nohistory,text,b,0.876623376623
nohistory,text,b,0.886363636364
nohistory,text,b,0.954545454545
nohistory,text,c,0.306818181818
nohistory,text,c,0.340909090909
nohistory,text,c,0.409090909091
nohistory,text,c,0.46875
nohistory,text,c,0.474025974026
nohistory,text,c,0.506493506494
nohistory,text,c,0.509090909091
nohistory,text,c,0.529090909091
nohistory,text,c,0.545454545455
nohistory,text,c,0.555944055944
nohistory,text,c,0.574675324675
nohistory,text,c,0.584415584416
nohistory,text,c,0.603896103896
nohistory,text,c,0.646627565982
nohistory,text,c,0.654545454545
nohistory,text,c,0.663636363636
nohistory,text,c,0.722727272727
nohistory,text,c,0.754010695187
nohistory,text,c,0.756198347107
nohistory,text,c,0.787878787879
nohistory,text,c,0.818181818182
nohistory,text,c,0.818181818182
nohistory,text,c,0.830578512397
nohistory,text,c,0.954545454545
nohistory,text,c,1.0
nohistory,2d,a,0.315789473684
nohistory,2d,a,0.318181818182
nohistory,2d,a,0.375
nohistory,2d,a,0.43006993007
nohistory,2d,a,0.436868686869
nohistory,2d,a,0.446280991736
nohistory,2d,a,0.448051948052
nohistory,2d,a,0.448051948052
nohistory,2d,a,0.454545454545
nohistory,2d,a,0.474747474747
nohistory,2d,a,0.5
nohistory,2d,a,0.540584415584
nohistory,2d,a,0.553475935829
nohistory,2d,a,0.568181818182
nohistory,2d,a,0.571022727273
nohistory,2d,a,0.594155844156
nohistory,2d,a,0.6
nohistory,2d,a,0.613636363636
nohistory,2d,a,0.613636363636
nohistory,2d,a,0.657024793388
nohistory,2d,a,0.657024793388
nohistory,2d,a,0.659090909091
nohistory,2d,a,0.765734265734
nohistory,2d,a,0.873966942149
nohistory,2d,a,0.883116883117
nohistory,2d,b,0.334710743802
nohistory,2d,b,0.340909090909
nohistory,2d,b,0.363636363636
nohistory,2d,b,0.409090909091
nohistory,2d,b,0.451048951049
nohistory,2d,b,0.454545454545
nohistory,2d,b,0.45652173913
nohistory,2d,b,0.463636363636
nohistory,2d,b,0.495867768595
nohistory,2d,b,0.511363636364
nohistory,2d,b,0.516746411483
nohistory,2d,b,0.525974025974
nohistory,2d,b,0.545454545455
nohistory,2d,b,0.568181818182
nohistory,2d,b,0.570247933884
nohistory,2d,b,0.584415584416
nohistory,2d,b,0.621212121212
nohistory,2d,b,0.625
nohistory,2d,b,0.681818181818
nohistory,2d,b,0.681818181818
nohistory,2d,b,0.688311688312
nohistory,2d,b,0.709090909091
nohistory,2d,b,0.757575757576
nohistory,2d,b,0.780991735537
nohistory,2d,b,0.786713286713
nohistory,2d,c,0.0
nohistory,2d,c,0.227272727273
nohistory,2d,c,0.257575757576
nohistory,2d,c,0.318181818182
nohistory,2d,c,0.363636363636
nohistory,2d,c,0.392045454545
nohistory,2d,c,0.409090909091
nohistory,2d,c,0.431818181818
nohistory,2d,c,0.481818181818
nohistory,2d,c,0.484848484848
nohistory,2d,c,0.523636363636
nohistory,2d,c,0.525974025974
nohistory,2d,c,0.531100478469
nohistory,2d,c,0.542553191489
nohistory,2d,c,0.545454545455
nohistory,2d,c,0.583636363636
nohistory,2d,c,0.597902097902
nohistory,2d,c,0.611111111111
nohistory,2d,c,0.640909090909
nohistory,2d,c,0.659090909091
nohistory,2d,c,0.711038961039
nohistory,2d,c,0.736363636364
nohistory,2d,c,0.763636363636
nohistory,2d,c,0.818181818182
nohistory,2d,c,0.954545454545
